model_name,manual_only,synthetic_only,combined
LinearSVC,0.8701796064971966,0.7200525816236918,0.9351472556288504
LogisticRegression,0.8678114421044015,0.858998582674404,0.9138600938417609
MultinomialNB,0.8572485993107587,0.37691019408992016,0.8958717125372676
