model_name,manual_only,synthetic_only,combined
LinearSVC,0.8716084084456289,0.290237292177438,0.9435348253231299
LogisticRegression,0.8716462849880061,0.33033948263140483,0.9267006553084641
MultinomialNB,0.8327963939375251,0.193739426846538,0.9088088017369468
