model_name,manual_only,synthetic_only,combined
LinearSVC,0.8716084084456289,0.9449177384000333,0.9490251146266593
LogisticRegression,0.8716462849880061,0.9210017409743917,0.9359390808512511
MultinomialNB,0.8327963939375251,0.9181558575611594,0.9188333444366243
